id,alt_type,attack,card_bonus,number,command,cost,errata_text,faction,hit_points,keywords,loyalty,name,resource_bonus,shields,text,traits,type,unique,copies,cycle,designer,octgn_id,set,signature_id,starting_cards,starting_resources,planet_material,planet_stronghold,planet_tech,sector,tts_card_key,tts_sheet_id,tts_sheet_position,flavour_text
91,,2,,87,,,,Eldar,6,,Signature,Jain Zar,,,"Interrupt: When your opponent targets a unit you control at this planet with a triggered effect, cancel that effect.(Limit once per round.)",Warrior. Phoenix Lord.,Warlord,yes,,Deathworld Cycle,FFG,07c5947f-b45b-4ce0-9d3d-607fd38b4cd1,Against the Great Enemy,30,7,7,,,,,,,,
92,,2,,88,1,2,,Eldar,2,,Signature,Banshee Assault Squad,,,Reaction: After you cancel a card effect put this unit into play from your hand at a planet.,Warrior.,Army,,4,Deathworld Cycle,FFG,3552c7df-e3ee-4b25-8427-747e8ccf0bd9,Against the Great Enemy,30,,,,,,,,,,
93,,,,89,,2,,Eldar,,,Signature,Intercept,,,"Reaction: After your opponent targets a single unit with a card effect, exhaust this support to change the target of that effect to a target unit you control (ignoring targeting restrictions).",Upgrade.,Support,,1,Deathworld Cycle,FFG,e2d9b61b-e798-47d2-9e5d-2be3872e55d8,Against the Great Enemy,30,,,,,,,,,,
94,,,,90,,2,,Eldar,,,Signature,Storm of Silence,,1,"Interrupt: When a card effect targets a unit, cancel that effect. If the targeted unit was a unit you control, ready your warlord.",Power.,Event,,2,Deathworld Cycle,FFG,fb78c6fd-4fe5-4dfd-a1cc-582e6c13f8fe,Against the Great Enemy,30,,,,,,,,,,
95,,,,91,,1,,Eldar,,,Signature,The Mask of Jain Zar,,3,"Limit 1 [R]elic per player. Attach to your warlord. Reaction: After an enemy unit at this planet triggers an ability, deal 1 damage to that unit.",Wargear. Relic.,Attachment,yes,1,Deathworld Cycle,FFG,a8d2d578-c42c-4546-9c29-26e5352b0d11,Against the Great Enemy,30,,,,,,,,,,
96,,1,,92,2,4,,Space Marine,5,No Wargear attachments.,,Dark Angels Vindicator,,,While this unit is attacking it gets +2 ATK for each command icon the defender has.,Vehicle. Tank. Dark Angels.,Army,,,Deathworld Cycle,FFG,bf589ee0-7c00-43d4-8ccf-039e321a5327,Against the Great Enemy,,,,,,,,,,,
97,,,,93,,2,,Space Marine,,,,Imperial Power Fist,,1,"Attach to an army unit you control. While each other unit you control at this planet is exhausted, attached unit gets +5 ATK.",Wargear. Weapon.,Attachment,,,Deathworld Cycle,FFG,ec2b5b9c-5cfa-470b-9f1f-79ddab98a7d6,Against the Great Enemy,,,,,,,,,,,
98,,2,,94,1,3,,Astra Militarum,3,,,Catachan Tracker,,,Increase the Deep Strike value of each card your opponent controls at this planet by 2.,Soldier. Catachan.,Army,,,Deathworld Cycle,FFG,76f492f7-4082-46bc-95e7-839f2ef88e21,Against the Great Enemy,,,,,,,,,,,
99,,,,95,,0,,Astra Militarum,,,,Death Serves the Emperor,,1,"Interrupt: When a Vehicle unit you control is destroyed, gain resources equal to its printed cost. Max 1 per round.",Tactic.,Event,,,Deathworld Cycle,FFG,798bf060-3487-4a34-81e7-23e0658c3b84,Against the Great Enemy,,,,,,,,,,,
100,,3,,96,1,4,,Ork,3,Deep Strike (2).,,Sootblade Assashun,,,"Reaction: After you Deep Strike this unit, have your opponent deal 2 indirect damage among exhausted units he controls at this planet.",Soldier.,Army,,,Deathworld Cycle,FFG,65c316b3-2aa2-49d3-b0d5-ea10e901d0ab,Against the Great Enemy,,,,,,,,,,,
101,,,,97,,2,,Ork,,Deep Strike (1).,,Repulsor Minefield,,1,"Attach to a planet. Forced Reaction: After an army unit is declared as an attacker at this planet, deal it 1 damage.",Upgrade.,Attachment,,,Deathworld Cycle,FFG,d1f0d741-4072-40b6-a02b-91b344828bea,Against the Great Enemy,,,,,,,,,,,
102,,2,,98,2,7,,Chaos,9,Brutal,,Sickening Helbrute,,,"Forced Reaction: After a unit at this planet is declared as a defender, deal 1 damage to it.",Vehicle. Nurgle. Elite.,Army,,,Deathworld Cycle,FFG,7464905d-ff38-4abf-a85a-f7d8eb553e7d,Against the Great Enemy,,,,,,,,,,,
103,,3,,99,2,4,,Chaos,4,,,Purveyor of Hubris,,,"Interrupt: When your opponent deploys a non-Elite unit at this planet, increase its cost by 2.",Soldier. Slaanesh.,Army,,,Deathworld Cycle,FFG,02faaedd-488b-46bb-8bbd-78deedbce3f4,Against the Great Enemy,,,,,,,,,,,
104,,,,100,,1,,Chaos,,,,Cloud of Flies,,1,"Attach to a Nurgle army unit you control. Reaction: After a combat round begins at this planet, each player deals 2 indirect damage among non-Nurgle units he controls at this planet, if able.",Blessing.,Attachment,,,Deathworld Cycle,FFG,855562a7-5f3f-4f99-9587-2581263973c9,Against the Great Enemy,,,,,,,,,,,
105,,2,,101,,2,,Dark Eldar,3,,Loyal,Kabalite Blackguard,,,"Reaction: After you win a battle at this planet, take up to 2[Resource] from your opponent.",Warrior. Kabalite.,Army,,,Deathworld Cycle,FFG,25534c26-4f4d-46f7-a4c4-13fc55d3f094,Against the Great Enemy,,,,,,,,,,,
106,,,,102,,2,,Dark Eldar,,,,Abomination Workshop,,,Headquarters Action: Sacrifice this support to have each player discard cards from his hand until he has cards equal to or less than the highest printed cost among units he controls.,Location.,Support,,,Deathworld Cycle,FFG,36053fe6-adc5-43c2-bd47-0c9623855eec,Against the Great Enemy,,,,,,,,,,,
107,,5,,103,,5,,Tau,3,Deep Strike (3).,,XV25 Stealth Squad,,,You may Deep Strike this card as an Action during the combat phase.,Soldier. Pilot. Elite.,Army,,,Deathworld Cycle,FFG,8b21b5b0-1581-40b9-bf93-2fc10cf0632e,Against the Great Enemy,,,,,,,,,,,
108,,,,104,,2,,Tau,,Deep Strike (0).,,Kroot Hunting Rifle,,1,"Attach to an army unit you control. Reaction: After attached unit destroys an enemy unit by an attack, gain 1[Resource].",Wargear. Kroot.,Attachment,,,Deathworld Cycle,FFG,8e073c2e-6ef8-45f1-9e6d-2ec3a3fa8e14,Against the Great Enemy,,,,,,,,,,,
109,,3,,105,1,4,,Tyranid,3,Deep Strike (2).,,Lictor Vine Lurker,,,"Reaction: After you Deep Strike this unit, discard 1 card at random from your opponent's hand.",Creature. Leviathan.,Army,,,Deathworld Cycle,FFG,007fed9b-c28b-49eb-a73d-042fa173619c,Against the Great Enemy,,,,,,,,,,,
110,,,,106,,0,,Tyranid,,,,Invasion Site,,,"Reaction: After an Elite unit you control is destroyed, sacrifice this support to gain X[Resource]. X is equal to that unit's printed cost.",Location.,Support,yes,,Deathworld Cycle,FFG,53a6f1c4-e95c-4009-a27d-576ea39e3435,Against the Great Enemy,,,,,,,,,,,
111,,2,,107,,3,,Necron,2,Deep Strike (0).,,Risen Warriors,,,,Soldier.,Army,,,Deathworld Cycle,FFG,0d1235f7-7e82-4e5e-9176-1d3a7ee3b204,Against the Great Enemy,,,,,,,,,,,
112,,,,108,,2,,Necron,,,,Quantum Shielding,,1,"Attach to a [Necron] Vehicle unit you control. Attached unit gets +2 HP. Interrupt: When this card is discarded as a shield card, attach it to the shielded unit instead of discarding it, if eligible.",Hardpoint.,Attachment,,,Deathworld Cycle,FFG,9494b1d0-c443-437a-80f5-7952116cfc9c,Against the Great Enemy,,,,,,,,,,,
113,bloodied,1,,109,,,,Chaos,6,Bloodied.,Signature,Vha'shaelhur,,,,Daemon. Slaanesh.,Warlord,yes,,Deathworld Cycle,FFG,,The Warp Unleashed,,,,,,,,,,,
114,,1,,109,,,,Chaos,8,Area Effect (1).,Signature,Vha'shaelhur,,,"Reaction: After an enemy army unit is destroyed while this unit is attacking, put a Cultist token into play at your HQ. (Limit once per attack.)",Daemon. Slaanesh.,Warlord,yes,,Deathworld Cycle,FFG,8c96e052-b515-413c-a2cd-bce8ba80b5fa,The Warp Unleashed,31,7,7,,,,,,,,
115,,3,,110,1,3,,Chaos,2,,Signature,Alluring Daemonette,,,Combat Action: Sacrifice a Cultist unit you control to move an ennemy army unit at an adjacent planet to this planet. (Limit one per phase.),Daemon. Slaanesh.,Army,,4,Deathworld Cycle,FFG,cfcbacf1-9210-4976-85a6-8574520667a5,The Warp Unleashed,31,,,,,,,,,,
116,,,,111,,1,,Chaos,,,Signature,Tower of Worhship,,,"Reaction: After you deploy a Daemon unit, put a Cultist token into play at your HQ.",Location. Slaanesh.,Support,yes,1,Deathworld Cycle,FFG,28ae8466-4576-4cd2-a446-25c18f562f59,The Warp Unleashed,31,,,,,,,,,,
117,,,,112,,1,,Chaos,,,Signature,Daemonic Incursion,,1,"Action: Search the top 6 cards of your deck for a Daemon unit. Reveal it, add it to your hand, and put the remaining cards on the bottom of your deck in any order.",Power.,Event,,2,Deathworld Cycle,FFG,4abef50e-1005-4307-951f-e0a4a47bba66,The Warp Unleashed,31,,,,,,,,,,
118,,,,113,,2,,Chaos,,,Signature,Predatory Instinct,,3,Attach to a [Chaos] unit you control. Attached unit gains Area Effect (1).,Skill.,Attachment,,1,Deathworld Cycle,FFG,f460b8cb-777f-4e9c-b72e-f4f6bd6d70ab,The Warp Unleashed,31,,,,,,,,,,
119,,3,,114,3,5,,Space Marine,7,,,Iron Hands Centurion,,,"While this unit is ready, each unit with printed cost 2 or lower at this planet cannot be declared as an attacker.",Soldier. Iron Hands. Elite.,Army,,,Deathworld Cycle,FFG,e1d0ddcb-0b5f-42cf-9d8c-1b5fa95f8a01,The Warp Unleashed,,,,,,,,,,,
120,,4,,115,1,6,,Space Marine,3,No Wargear attachments. Area Effect (3). Flying.,Loyal,Land Speeder Vengeance,,,,Vehicle. Dark angels. Elite.,Army,,,Deathworld Cycle,FFG,d7c09176-4649-4723-bc11-cb6cb98162cf,The Warp Unleashed,,,,,,,,,,,
121,,,,116,,3,,Space Marine,,,,Standard of Devastation,,,"Limit 1 [R]elic per player. Reaction: After a Dark Angels unit you control is destroyed, each other [Space Marine] army unit you control gets +1 ATK until the end of the phase.",Relic. Upgrade.,Support,yes,,Deathworld Cycle,FFG,a87942d8-641c-4604-af04-5e46b3646d63,The Warp Unleashed,,,,,,,,,,,
122,,4,,117,2,6,,Astra Militarum,6,No Wargear attachments.,Loyal,Mars Alpha Exterminator,,,"Reaction: After this unit is declared as an attacker, destroy either a target army unit with printed cost 2 or lower at this planet or a target token unit at this planet.",Vehicle. Tank. Elite.,Army,,,Deathworld Cycle,FFG,7d2bbb72-e128-4c2c-a000-5267b05d7396,The Warp Unleashed,,,,,,,,,,,
123,,,,118,,2,,Astra Militarum,,,Loyal,Jungle Trench,,,Combat Action: Exhaust this support to prevent 1 damage assigned from each attack made by a non-warlord unit this combat round.,Location.,Support,,,Deathworld Cycle,FFG,c511583a-333a-4fbd-87e1-9e5c3a4b43c8,The Warp Unleashed,,,,,,,,,,,
124,,1,,119,1,2,,Ork,3,,,Follower of Gork,,,"Each Elite unit you control at this planet gains, 'Interrupt: When this unit is assigned damage, reduce that damage by 2.'",Warrior.,Army,,,Deathworld Cycle,FFG,ffab2540-92a4-4e88-a525-74ac4972b2ba,The Warp Unleashed,,,,,,,,,,,
125,,,,120,,2,,Ork,,,Loyal,Fungal Turf,,,Headquarters Action: Sacrifice this support to put X Snotling tokens into play divided among any number of planets. X is the highest printed cost among units you control.,Location.,Support,,,Deathworld Cycle,FFG,27a1c841-b72d-4cab-a81d-3664c6e763c2,The Warp Unleashed,,,,,,,,,,,
126,,2,,121,2,5,,Dark Eldar,5,Deep Strike (4).,,Beastmaster Harvester,,,"Reaction: After you Deep Strike this unit, put 2 Khymera tokens into play at this planet.",Warrior. Beastmaster. ELite.,Army,,,Deathworld Cycle,FFG,72d4c2f3-dedb-4d89-89c0-fae9ace8caa0,The Warp Unleashed,,,,,,,,,,,
127,,2,,122,,3,,Dark Eldar,3,,,Hydrae Stalker,,,"Reaction: After you deploy this unit, deal 2 damage to a target unit with printed cost 2 or lower.",Warrior. Wych. Raider.,Army,,,Deathworld Cycle,FFG,83e14558-eb67-411d-89a2-a41e20c39072,The Warp Unleashed,,,,,,,,,,,
128,,3,,123,1,4,,Eldar,3,Deep Strike (2).,,Scorpion Striker,,,"Reaction: After you Deep Strike this unit, exhaust a target non-Elite army unit at this planet.",Warrior.,Army,,,Deathworld Cycle,FFG,6dd8fa98-97b4-4953-9717-e4cabe1be648,The Warp Unleashed,,,,,,,,,,,
129,,,,124,,4,,Eldar,,,,Piercing Wail,,1,Deploy Action: Exhaust up to 2 units each with printed cost X or lower. X is equal to the highest printed cost among units you control.,Power.,Event,,,Deathworld Cycle,FFG,bc1a1964-eebd-4715-aec1-6ed7241364c3,The Warp Unleashed,,,,,,,,,,,
130,,2,,125,,5,,Tau,6,No Wargear attachments.,Loyal,Raging Krootox,,,Combat Action: This unit gets +X ATK until the end of the phase. X is the number of [Resource] in your resource pool. (Limit once per phase.),Creature. Kroot. Elite.,Army,,,Deathworld Cycle,FFG,8a7899b6-52bb-4bdb-a99d-94528bced76f,The Warp Unleashed,,,,,,,,,,,
131,,,,126,,0,,Tau,,,,Hunter's Ploy,,1,Reaction: After the headquarters phase begins each player gains [Resource] equal to the highest printed cost among units he control.,Tactic.,Event,,,Deathworld Cycle,FFG,989cb25e-eff8-497e-88dd-0ca538dbd364,The Warp Unleashed,,,,,,,,,,,
132,,3,,127,,6,,Tyranid,6,Deep Strike (3).,,Slavering Mawloc,,,Reaction: After you Deep Strike this unit. it gains Armorbane until the end of the phase.,Creature. Leviathan. Elite.,Army,,,Deathworld Cycle,FFG,aa6de822-368f-4714-b63e-b729674af79f,The Warp Unleashed,,,,,,,,,,,
133,,,,128,,2,,Tyranid,,,,Armored Shell,,1,"Attach to an army unit you control. Reaction: After attached unit is assigned damage by an attack, prevent all but 2 of that damage.",Wargear. Biomorph.,Attachment,,,Deathworld Cycle,FFG,87a18a28-d523-43b0-a5fd-5bae8b1967dc,The Warp Unleashed,,,,,,,,,,,
134,,3,,129,3,4,,Necron,3,No Wargear attachments.,,Dread Command Barge,,,Deploy Action: Discard a non-H card from your hand to move this unit to an adjacent planet.,Vehicle.,Army,,,Deathworld Cycle,FFG,47d0e6b1-d361-4080-b525-86873674bed1,The Warp Unleashed,,,,,,,,,,,
135,,X,,130,2,7,,Necron,X,,,Shard of the Deceiver,,,"X is equal to the number of cards in your discard pile. Forced Reaction: After a phase or combat round at this planet begins, discard a card. If you have no cards in your hand discard this unit.",C'tan. Elite.,Army,,,Deathworld Cycle,FFG,f0bc812b-25c4-464b-be41-af14f2136982,The Warp Unleashed,,,,,,,,,,,
136,,,,76,,1,,Ork,,,,idden Base,,,"Each card you control in reserve is treated as a 2 ATK, 2 HP [Ork] army unit during the combat phase.",Location.,Support,,,Deathworld Cycle,FFG,0d6b9ad4-3b0b-438e-ad0a-d1c89b9d5cc9,Searching for Truth,,,,,,,,,,,
137,,2,,77,1,4,,Chaos,3,Deep Strike (2). Area Effect (1).,Loyal,Noise Marines Warband,,,,Soldier. Slaanesh.,Army,,,Deathworld Cycle,FFG,7e8182dd-7b12-4d9a-a0b0-11a59378414e,Searching for Truth,,,,,,,,,,,
138,,,,78,,2,,Chaos,,,,Ominous Wind,,1,"Action: Draw X cards. X is the highest printed cost among units you control. Then, discard 4 cards from your hand.",Power. Nurgle.,Event,,,Deathworld Cycle,FFG,5073d197-0170-4557-a6c6-c30539b61316,Searching for Truth,,,,,,,,,,,
139,,2,,79,1,3,,Dark Eldar,3,,,Masked Hunter,,,"Reaction: After you declare this unit as an attacker, move a Khymera token from an adjacent planet to this planet.",Warrior. Beastmaster.,Army,,,Deathworld Cycle,FFG,c703141b-6bc8-4ec5-871b-9800150a017a,Searching for Truth,,,,,,,,,,,
140,,,,80,,,,Dark Eldar,,Deep Strike (0).,,Run Down,,1,"Reaction: After you Deep Strike this event, target a non-Elite army unit in your opponent's HQ. Move the targeted unit to this planet.",Tactic.,Event,,,Deathworld Cycle,FFG,5882bfa4-9418-43ab-aeca-f6af3856fcb7,Searching for Truth,,,,,,,,,,,
141,,4,,81,2,5,,Eldar,6,,,Shrieking Exarch,,,"As an additional cost to deploy this card, discard 2 cards from your hand. Reaction: After an army unit is destroyed at this planet, draw 1 card and deal 1 damage to a target enemy unit.",Warrior. Elite.,Army,,,Deathworld Cycle,FFG,94dde3c7-1008-4eb0-bfe0-9885130eb215,Searching for Truth,,,,,,,,,,,
142,,,,82,,0,,Eldar,,,,Ulthwe Spirit Stone,,1,"Attach to an [Eldar] army unit you control. Interrupt: When attached unit would be destroyed, return it to your hand instead.",Wargear. Ulthwe.,Attachment,,,Deathworld Cycle,FFG,8f9e8080-b1a8-4d6a-8746-e8b8bb9645f6,Searching for Truth,,,,,,,,,,,
143,,1,,83,1,2,,Tau,3,,,Herald of the Tau'va,,,"Each Elite unit you control at this planet gains Mobile. Forced Reaction: After this unit resolves its attack, move it to your HQ.",Soldier. Ethereal.,Army,,,Deathworld Cycle,FFG,dfdeea49-fbd1-4387-b134-f81a26d118a5,Searching for Truth,,,,,,,,,,,
144,,,,84,,1,,Tau,,,,Beleaguered Garrison,,,Each card you control in reserve is counted as a command icon at its planet when resolving command struggles.,Location.,Support,yes,,Deathworld Cycle,FFG,1fc7f59a-8968-4d5a-9934-0190eac6678d,Searching for Truth,,,,,,,,,,,
145,,0,,85,1,3,,Tyranid,2,Flying. Mobile.,,Mucolid Spores,,,"Interrupt: When this unit is destroyed, destroy up to 2 target enemy support cards.",Creature.,Army,,,Deathworld Cycle,FFG,eb3263a7-a8a5-40e2-b6d1-0c25dc725c13,Searching for Truth,,,,,,,,,,,
146,,,,86,,,,Tyranid,,Deep Strike (0).,,Burst Forth,,1,"Reaction: After you Deep Strike this event, commit either your warlord or a synapse unit you control to this planet.",Tactic.,Event,,,Deathworld Cycle,FFG,4a546924-ad0c-43b3-9b51-e901f1cb7522,Searching for Truth,,,,,,,,,,,
147,bloodied,2,,87,,,,Eldar,6,Bloodied.,Signature,Jain Zar,,,,Warrior. Phoenix Lord.,Warlord,yes,,Deathworld Cycle,FFG,,Against the Great Enemy,,,,,,,,,,,
148,,2,,87,,,,Eldar,6,,Signature,Jain Zar,,,"Interrupt: When your opponent targets a unit you control at this planet with a triggered effect, cancel that effect.(Limit once per round.)",Warrior. Phoenix Lord.,Warlord,yes,,Deathworld Cycle,FFG,07c5947f-b45b-4ce0-9d3d-607fd38b4cd1,Against the Great Enemy,30,7,7,,,,,,,,
149,,2,,88,1,2,,Eldar,2,,Signature,Banshee Assault Squad,,,Reaction: After you cancel a card effect put this unit into play from your hand at a planet.,Warrior.,Army,,4,Deathworld Cycle,FFG,3552c7df-e3ee-4b25-8427-747e8ccf0bd9,Against the Great Enemy,30,,,,,,,,,,
150,,,,89,,2,,Eldar,,,Signature,Intercept,,,"Reaction: After your opponent targets a single unit with a card effect, exhaust this support to change the target of that effect to a target unit you control (ignoring targeting restrictions).",Upgrade.,Support,,1,Deathworld Cycle,FFG,e2d9b61b-e798-47d2-9e5d-2be3872e55d8,Against the Great Enemy,30,,,,,,,,,,
151,,,,90,,2,,Eldar,,,Signature,Storm of Silence,,1,"Interrupt: When a card effect targets a unit, cancel that effect. If the targeted unit was a unit you control, ready your warlord.",Power.,Event,,2,Deathworld Cycle,FFG,fb78c6fd-4fe5-4dfd-a1cc-582e6c13f8fe,Against the Great Enemy,30,,,,,,,,,,
152,,,,91,,1,,Eldar,,,Signature,The Mask of Jain Zar,,3,"Limit 1 [R]elic per player. Attach to your warlord. Reaction: After an enemy unit at this planet triggers an ability, deal 1 damage to that unit.",Wargear. Relic.,Attachment,yes,1,Deathworld Cycle,FFG,a8d2d578-c42c-4546-9c29-26e5352b0d11,Against the Great Enemy,30,,,,,,,,,,
153,,1,,92,2,4,,Space Marine,5,No Wargear attachments.,,Dark Angels Vindicator,,,While this unit is attacking it gets +2 ATK for each command icon the defender has.,Vehicle. Tank. Dark Angels.,Army,,,Deathworld Cycle,FFG,bf589ee0-7c00-43d4-8ccf-039e321a5327,Against the Great Enemy,,,,,,,,,,,
154,,,,93,,2,,Space Marine,,,,Imperial Power Fist,,1,"Attach to an army unit you control. While each other unit you control at this planet is exhausted, attached unit gets +5 ATK.",Wargear. Weapon.,Attachment,,,Deathworld Cycle,FFG,ec2b5b9c-5cfa-470b-9f1f-79ddab98a7d6,Against the Great Enemy,,,,,,,,,,,
155,,2,,94,1,3,,Astra Militarum,3,,,Catachan Tracker,,,Increase the Deep Strike value of each card your opponent controls at this planet by 2.,Soldier. Catachan.,Army,,,Deathworld Cycle,FFG,76f492f7-4082-46bc-95e7-839f2ef88e21,Against the Great Enemy,,,,,,,,,,,
156,,,,95,,0,,Astra Militarum,,,,Death Serves the Emperor,,1,"Interrupt: When a Vehicle unit you control is destroyed, gain resources equal to its printed cost. Max 1 per round.",Tactic.,Event,,,Deathworld Cycle,FFG,798bf060-3487-4a34-81e7-23e0658c3b84,Against the Great Enemy,,,,,,,,,,,
157,,3,,96,1,4,,Ork,3,Deep Strike (2).,,Sootblade Assashun,,,"Reaction: After you Deep Strike this unit, have your opponent deal 2 indirect damage among exhausted units he controls at this planet.",Soldier.,Army,,,Deathworld Cycle,FFG,65c316b3-2aa2-49d3-b0d5-ea10e901d0ab,Against the Great Enemy,,,,,,,,,,,
158,,,,97,,2,,Ork,,Deep Strike (1).,,Repulsor Minefield,,1,"Attach to a planet. Forced Reaction: After an army unit is declared as an attacker at this planet, deal it 1 damage.",Upgrade.,Attachment,,,Deathworld Cycle,FFG,d1f0d741-4072-40b6-a02b-91b344828bea,Against the Great Enemy,,,,,,,,,,,
159,,2,,98,2,7,,Chaos,9,Brutal,,Sickening Helbrute,,,"Forced Reaction: After a unit at this planet is declared as a defender, deal 1 damage to it.",Vehicle. Nurgle. Elite.,Army,,,Deathworld Cycle,FFG,7464905d-ff38-4abf-a85a-f7d8eb553e7d,Against the Great Enemy,,,,,,,,,,,
160,,3,,99,2,4,,Chaos,4,,,Purveyor of Hubris,,,"Interrupt: When your opponent deploys a non-Elite unit at this planet, increase its cost by 2.",Soldier. Slaanesh.,Army,,,Deathworld Cycle,FFG,02faaedd-488b-46bb-8bbd-78deedbce3f4,Against the Great Enemy,,,,,,,,,,,
